sensor1,sensor2,sensor3,sensor4
0.4527214633714493,0.3262395378072633,0.06462095844746116,0.38829916847639384
0.1434883113765997,0.005907593225507513,0.039867843627700475,0.3868003635648448
0.10858307587127439,0.15888659273654215,0.10094828213281648,0.1512421012140226
0.3249238283882422,0.1028220472382275,0.060815232634740646,0.27276980238501264
0.1658984441273839,0.0666092613880136,0.06425165033303477,0.2421732020877415
0.09979926628648231,0.27400865239708644,0.2820676602615363,0.9999999999999999
0.26975363941267894,0.16458091731691377,0.19458929586834858,0.6675085467881114
0.1909808698392147,0.04206421458227576,0.0750664244014072,0.1263736518594255
0.43837539723865443,0.6359314987500261,0.7892198847527808,0.9157990653678385
0.03439452225853998,0.015013789597113587,0.019139545815957146,0.057925713012180684
0.4998370116565395,0.2603615610697951,0.27064316581951786,0.536482530396842
0.3561851975631047,0.14175451713464216,0.07676029616862257,0.17409172834188721
0.11251574088802022,0.018388204986451506,0.07892184921819438,0.1869338726226353
0.5990487686096957,0.8065340666292766,0.83498221747111,0.7696013015094475
0.1062500001062755,0.0666092613880136,0.06425165033303477,0.1916176515533756
0.19786318559247149,0.10858530260533883,0.17711258201112662,0.5104695075004229
0.08436209236342244,0.004956487440870561,0.006419289805149472,0.1524685880325312
0.30258140729505917,0.012886830090955554,0.01050626164775682,0.39607871742982254
0.04438809976140955,0.020270073252508295,0.009802718772771387,0.4895080182723786
0.05559629417874272,0.15407650913023344,0.036821611114802984,0.09181999512382125
0.2773933607496137,0.14686394290640997,0.09213494994252647,0.04961567468351462
0.3846575832882012,0.2838760625555145,0.44282804138011395,0.44913968383968966
0.1878277369632975,0.017383988161871897,0.07111654922501129,0.464687748587851
0.2782532825055732,0.18818684777346772,0.08864574827266292,0.4621476390036118
0.15905799950043154,0.13510909206158075,0.07192209869731203,0.18045332758872823
0.3099130685757879,0.7905808537500447,0.6874850727610584,0.31007566399157516
0.15720049380297413,0.02524290645972218,0.03973737238102935,0.39030055567611355
0.28784330221335686,0.16458091731691377,0.1340080245364003,0.3926358856311676
0.5080883243529788,0.5066471862330715,0.6743808411980531,0.3377155576661256
0.08787664834490433,0.14322657383857554,0.20601947864360523,0.16725775528900752
0.1866253984105188,0.11989765353052624,0.11651767643912463,0.09797109866038964
0.16459888900679012,0.1244619621771625,0.06838163621287839,0.060317243675988126
0.12264848402036904,0.35128157147884337,0.12260150083971971,0.2077614944022644
0.24215125744508698,0.16458091731691377,0.1340080245364003,0.4025886925328248
0.4611368895145433,0.35827691173945553,0.4837563679206041,0.7903240726561536
0.2988937767175521,0.3631517952385621,0.4017860766716428,0.7381261543335409
0.4037213417299398,0.6265409385401619,0.7109335315273301,0.2738485920095271
0.353460016249891,0.2648390034624258,0.08445414452852948,0.32456428009635235
1.0,0.5825434730018245,0.44091934806277067,0.6326977287478661
0.28670646903899366,0.03822629871024347,0.16049666393045475,0.8227785061827744
0.5252137071169114,0.14051047561576063,0.15730240207782184,0.6584516166974362
0.5277293542557788,0.8053384104415366,0.733470729755728,0.8716924049976368
0.27993886279931085,0.2314452166888835,0.12047106908439348,0.2900934094575445
0.6047134194674174,0.20514898625184938,0.2311078342597208,0.8227381391433217
0.3017278280603809,0.0829393625093973,0.0490453722676722,0.26377549446532833
0.027279677148776067,0.05804067710209715,0.10436445897592403,0.17907473494403744
0.6586773830412578,0.2167134667068417,0.2126053890792721,0.15811711284345992
0.2303567269758443,0.15888659273654215,0.12961850440439077,0.5331872479471421
0.24876550106674805,0.06938506970886173,0.030074749577449555,0.17437859403051537
0.14715892653955254,0.07351230585684874,0.089514975736553,0.4954742157592858
0.04582137495534233,0.058221132499762046,0.02794611677709787,0.0914666668557183
0.1896551312717411,0.24213833253560754,0.15939873308501898,0.17737515468821588
0.33700873183803587,0.23673048751396292,0.1559631375572039,0.5960556450536587
0.12737420225436558,0.0666092613880136,0.06947696369257869,0.13420426078928652
0.09923425901704037,0.2487770093176689,0.1489358542498213,0.1461927210956741
0.28902786441906836,0.08987965699419032,0.17673123489720755,0.24965841650617254
0.013306280902468343,0.06542093454707035,0.036536979246894995,0.485157213088524
0.021373252383868366,0.0,0.00010746092015036322,0.04263294280238462
0.1533153395985692,0.18582672084251692,0.022670220606339532,0.4138932573139555
0.5222390858911203,0.6265409385401619,0.7109335315273301,0.2217427223644695
0.2961773383347014,0.07102139056897333,0.18560486133044438,0.4369803075431177
0.3752038951968132,0.08441277289341051,0.07763017865270372,0.26128706651919165
0.5306010200372604,0.41400000069853704,0.5960670920404004,0.637521299616176
0.23729705781093652,0.14555546346391532,0.3411129238710744,0.11148429019812292
0.09052955240543917,0.04099963780855345,0.011985023530597463,0.2694407952350235
0.16103846168953623,0.12375480033848564,0.12961850440439077,0.14927052705548718
0.2316207138152317,0.03213496272950421,0.028826943426285324,0.1576044753113694
0.25263437670000044,0.20389832556547813,0.15933466020087428,0.4225947590244674
0.04524813346088584,0.004034855685055735,0.021218908979544454,0.020259139791891253
0.057390207456616035,0.03821079224671743,0.27059227900371713,0.498020137612951
0.1772828659802978,0.02769560965564866,0.0760264531251813,0.1870494340051933
0.17270927615162515,0.1307156032352467,0.06315912784410485,0.2733742071547045
0.2743068711083651,0.14175451713464216,0.04393126817348689,0.28750677143638265
0.06007536116903629,0.004591035096500402,0.003992844291992284,0.16431734724589114
0.20644041829557,0.08217495556166764,0.1496144112908198,0.14986198380603769
0.003682957289932138,0.021256336617201745,0.030146653452586724,0.0480565668086954
0.40165864498318665,0.4831283040735049,0.3443206883329092,0.5226204762236908
0.10720729004975002,0.05133285150507369,0.03083675535503896,0.19244221539884315
0.054835873205143715,0.07245883264662735,0.11823295597947463,0.11324508542516637
0.11671163612500834,0.05934536327687781,0.061236305103979705,0.3912967195177293
0.4250004481991692,0.015948267025429636,0.013369634879658442,0.16797456325747182
0.05112183529372315,0.0041600229357222854,0.00010746092015036322,0.04822844468226635
0.041998095758592785,0.015514617358194153,0.017369804533021997,0.14056927472214958
0.43416335237810905,0.2396506506274381,0.20305953119874806,0.5690017467695422
0.23490293315309613,0.011918395296195629,0.0038178797280361615,0.5060418407089262
0.353815203109665,0.273080720049,0.11130096609596583,0.22688903360919235
0.23234762825214267,0.08860821800654657,0.05181000773507807,0.611535597770464
0.16062409638555583,0.15969878808377544,0.021471554550466482,0.1088457710371191
0.4658543125922439,0.5035109529176415,0.5367148778207501,0.7396419186742059
0.011302134866023536,0.043362999177599656,0.06319259864458605,0.0
0.4379664760738077,0.2619804809493025,0.2810047077032415,0.4226319215672306
0.24864209963504658,0.13218044807361,0.0621917695802023,0.4498456118382936
0.3029899118599826,0.18710122704272625,0.2857836399505657,0.37634398042885087
0.3890983981868982,0.15794789021762506,0.16853237537218896,0.3461200814435926
0.20936252950994058,0.0019224659677789637,0.008088072314137162,0.18801525933229324
0.7060107379848856,0.08243654180102171,0.18042210861298055,0.29348494971524813
0.3812300088362827,0.17025108945051287,0.1545440577293803,0.5291516466052407
0.6355651207149857,0.16458091731691377,0.1340080245364003,0.35619017221157584
0.27219934169163523,0.5553479460010983,0.40226958081813635,0.23131539651432054
0.09210166023231392,0.029394389251140896,0.0037707966259765803,0.12563947655203866
0.3146662724856762,0.06952253121113694,0.04990269027354282,0.3298257733140752
0.2726632285402394,0.08531890982798303,0.07812734733524065,0.20890513812347958
0.2540851009124893,0.07034985941042778,0.022537875187064287,0.24581118933792023
0.2139951660012111,0.020211619462727447,0.14266745100964265,0.40669235246811636
0.4090008232864688,0.27175794705726514,0.22751340939418738,0.35106216881397573
0.037436255748164976,0.20385782206041514,0.05578875916841399,0.1512448265502843
0.5804945132911558,0.6150634873311472,0.5056712175710983,0.7396713718997531
0.45429885946673815,0.029776984329094505,0.03766621211782527,0.07381296812392912
0.09920899520740616,0.0829559866321605,0.09257107220582064,0.14805902424262132
0.457074742691025,0.9447541875204222,0.9319701441044734,0.8566920330872067
0.14271049523069324,0.16646038727252416,0.08331066627430506,0.25501839945760896
0.0306301366876818,0.08450638532163729,0.0019646050886767746,0.10669159578651899
0.22605295786484003,0.15302494842971046,0.238620081144549,0.3121222721793182
0.08638745948983763,0.08190666654205896,0.08391743435598935,0.08366483248923731
0.3478074482069514,0.26758178368274876,0.25631012786964646,0.2851756737682291
0.21302733494607196,0.02983144904911701,0.07421839681748107,0.5559961108133409
0.17160732826131525,0.1563790977782596,0.19516172083398622,0.2854604037194862
0.3640817655058109,0.38567422386001166,0.45299516971918424,0.07562368866126198
0.5642334889306652,0.29360887944702035,0.8153901049375881,0.9847445419592716
0.19008227088969606,0.23498409838678058,0.21042822523749108,0.3238932844960675
0.18569672491415648,0.0786355679536234,0.06111217721073789,0.20214969216151288
0.47747552757434936,0.37669504162862594,0.03657127744130175,0.5943738453903628
0.08484981609607317,0.04641862767088674,0.05132192158131493,0.09639177164053347
0.22118424383268168,0.243237094229501,0.1455857916137506,0.22688903360919235
0.09979926628648231,0.07219540586805603,0.033918822800303436,0.6976775970451541
0.0987068123400026,0.007187880348778691,0.0,0.1733798491351459
0.24539861842202254,0.13153128280048063,0.15087578795599038,0.4103863658630265
0.030055520696879733,0.0199164611106817,0.009563480744324955,0.09202732196271507
0.15124216833945894,0.0666092613880136,0.03636985298675642,0.3160282650786879
0.2182502623545102,0.24191058618147074,0.1353812696658778,0.16974790215638116
0.0898418224504293,0.18214633882828307,0.11642813611922566,0.4300248076494182
0.18560298709740158,0.14507441488448614,0.20678535499505096,0.32591149931125407
0.5491225793468542,0.7615749071784532,0.9560980416295127,0.9707609876642838
0.33628664514241285,0.16458091731691377,0.1340080245364003,0.3452319976693067
0.16563664508374878,0.10116973199706306,0.21791667410006632,0.220310885911806
0.06006584597010793,0.0072120327955512,0.007033706057198718,0.519852102805512
0.5137585567994687,0.20531038005589586,0.09372423472985564,0.31030109561332114
0.8461717989727281,0.5602709163655275,0.6358335266330651,0.8280980579691989
0.04513853367290176,0.07421837755441363,0.11207374575430565,0.3762686471470341
0.23603819770121748,0.018452267181817257,0.018101701320297457,0.1415331851888042
0.41127997770153163,1.0,0.9898873553419902,0.38379299418790513
0.16210039331510498,0.14123273326286503,0.24710169000735704,0.2582983737113394
0.07948888500351993,0.02926809799090063,0.009589680507278476,0.024357585962974965
0.0779204939848044,0.26586224060343605,0.18774238130267076,0.32748716048664844
0.18908983209895153,0.03212081100444744,0.003353553987711159,0.06287532622943026
0.6215408000875778,0.2636487027251972,0.33794868429954344,0.5284378828195682
0.4105908704161631,0.1554301966188035,0.11501234601800758,0.2781889554148418
0.15891450916698657,0.23121591026872812,0.05604857548669089,0.1454948800425788
0.22817591989981695,0.025266927666205478,0.013781340664634115,0.23320228752826952
0.3436779935726964,0.7245442212619831,0.6120640881240723,0.8249236967300385
0.20104345130965157,0.2701577172766865,0.7553679283358101,0.9434683748613599
0.7945016501636322,0.29047201956504826,0.5679013554552199,0.496035977032177
0.3164956222631475,0.05993192587366422,0.09016999801700212,0.2385202219255924
0.19999493306800775,0.08855285048034105,0.07137781766141514,0.3677708099934853
0.20791920348860662,0.38299817932675234,0.10865501151179181,0.26990101546634737
0.27235005167341075,0.17136736219751109,0.11610969810557119,0.3722641734202785
0.3361756453519655,0.5067625083452684,0.34536252667576256,0.34958307360552193
0.21683313395012152,0.1344379101715468,0.09900092277510335,0.14766981416167158
0.4183625533213185,0.3297371402006458,0.49508963173543624,0.9086267124271881
0.3664875875526541,0.06867114370334335,0.034021388306394215,0.41018545158004255
0.364782969776027,0.11252199161245428,0.044637749759473086,0.3487985668593047
0.20107903659493645,0.018127891989580664,0.006533276899356643,0.040470137320289146
0.29868677048287634,0.0754111612732429,0.07740070846921185,0.2616093170475836
0.29746604627021744,0.23658321156651146,0.20319575763877262,0.4741155844748844
0.9861317966513312,0.9746198341903836,0.9186578031200924,0.2669211880170406
0.02401919327425667,0.032039594433214524,0.01607947012514598,0.2063334253261979
0.27164385954016745,0.06161979029897395,0.03737441472600891,0.15930087957075006
0.17000042300479284,0.09590957463635776,0.053945698456340244,0.03322291066432879
0.13434444326354267,0.01463776711751481,0.004784360452926759,0.22993262680196072
0.27888851236820844,0.15395257807842008,0.11635703352078156,0.5995841842245802
0.2977258104924585,0.02552208207299879,0.030074749577449555,0.27667088789784583
0.37644382835015305,0.37077797899289605,0.6306708204585781,0.8946574100377098
0.1810899162011238,0.16800102443629622,0.11612672236240322,0.19621720512477075
0.33947210418856877,0.6249858511855141,0.5394575027292953,0.41874388204314306
0.49388694025613056,0.16184112810511742,0.11776111474432575,0.4933997966728147
0.015448392363851506,0.011281739127728986,0.009692634637788841,0.28609635470172357
0.16070919187941213,0.5495326993700603,0.3786324710133899,0.5825714436124346
0.10311886767392668,0.07757825914011088,0.0784992358322379,0.4054572781684851
0.16524262657670247,0.1912174188970204,0.23888296362592126,0.11130948392401979
0.20284384314143414,0.12307932350414831,0.18336378548667084,0.1535140947106079
0.19003620117300823,0.16474951134424654,0.08675675675082743,0.39097162787081624
0.7351881623999003,0.697199535439011,0.7218957436412942,0.8410141906762882
0.006789051216686878,0.006439193659239733,0.03501548539292908,0.034259883299248756
0.26037286622691364,0.18021729285342328,0.36126438394957705,0.8989322335590945
0.0679736706127824,0.0666092613880136,0.03636985298675642,0.17470126850010356
0.2063265490668754,0.018127891989580664,0.007926685577012527,0.21381809111484554
0.27644153194935134,0.2748902135291148,0.2690155482477055,0.3726321436910423
0.16981480223284634,0.08113879336894891,0.07674534457536164,0.20328050720837723
0.3896905893098386,0.17326025888141933,0.14965741488116302,0.2073661104549859
0.20740032686713383,0.053494016040802006,0.04388314351619525,0.7955774611157126
0.05809343379516732,0.18292957029039908,0.12377579429422483,0.04432280091094062
0.4869217012800461,0.2744070407621014,0.3636901754872325,0.3442865909889831
0.047671802705123306,0.060551052996405785,0.021551953838990865,0.15481625325138404
0.12431622986977126,0.06082277648971196,0.010902095468198307,0.19620215343103786
0.4666010722057732,0.02073698704111158,0.03811672915498349,0.08454821906631924
0.08827312252428765,0.13222783640190947,0.029105771000442777,0.14015661606175608
0.38528156778692046,0.03814492867254331,0.0822898126054198,0.763851526003233
0.3977116327752048,0.269043942328741,0.6321451434565833,0.45372006921271096
0.09979926628648231,0.15702327062845184,0.24327339263762174,0.8254042447635966
0.03816788314883407,0.01259498661460181,0.006700430321417019,0.06250248241617498
0.3124048320693928,0.06118309141179318,0.12095375732854377,0.17939574927415122
0.35819244400986305,0.20064090666041398,0.08597734436012223,0.4890552882626105
0.5733341638503142,0.46085973544857683,0.6894991710500099,0.5398629502138386
0.1280655115679001,0.1681732222796351,0.2028339002484335,0.2377176638344889
0.20204851137766416,0.1803262191183,0.4020351838799059,0.48376569379987816
0.17971551904601044,0.05697285318960631,0.11885221332173984,0.44969299835143517
0.22519715251288455,0.007181258006120687,0.07575916414434183,0.3260893444243523
0.2003965949083407,0.11149989224008026,0.1649192234062646,0.26316905370913507
0.19272090286034163,0.0151715764099856,0.0007640544133066104,0.14861395792473403
0.1082001539424571,0.04127291819270988,0.028199294094873577,0.4258480249828333
0.5612996902463376,0.6374388548581995,0.504132388142889,0.9020844358550554
0.22815314577067672,0.01669352029966053,0.015531718631394631,0.2618970698064459
0.4073643394353924,0.5258262166257929,0.6307251004252251,0.5597129226257761
0.12770693239446484,0.28695683414807976,0.20263039581749195,0.36479000106687115
0.5971351083599923,0.6984880949340603,0.34889902769837083,0.52463289123831
0.37908092995373344,0.1936179985303416,0.18853993576775896,0.32273776507756036
0.38157547644818646,0.23755999917064602,0.29781237537085176,0.7308928304550463
0.057117644831289255,0.005025603445760363,0.010125029449660781,0.19939596965232265
0.1354354476123301,0.161960516549501,0.1652149039082089,0.28617096478973497
0.12949582663516704,0.1061683983734629,0.07993869650361432,0.27276980238501264
0.4519148423165606,0.5327311175096867,0.8735705851915182,0.3751778232925954
0.3403523571543904,0.16063866012301173,0.04060090628823468,0.2591153903347542
0.27122367175630663,0.08078283371936854,0.399934629193869,0.4099403316303877
0.4123122924733697,0.5186671773889577,0.5580460397102639,0.33818413737658426
0.07429225156847179,0.010861181737731714,0.021405809118752544,0.10727951850625694
0.18645929690368596,0.6330715389440582,0.40432908339344226,0.5173327093393928
0.005993689695779521,0.017421357775835256,0.11511241785073938,0.1761418456227254
0.5236268071587465,0.6409213910780587,0.6596238578833677,0.4866319263837727
0.2517905280492449,0.018127891989580664,0.007926685577012527,0.3455051351444911
0.1587807579195036,0.15888659273654215,0.12961850440439077,0.3211648399260209
0.2736476059807674,0.151140461708206,0.23243652756931252,0.2816998654008077
0.11998353682123525,0.040738197626940614,0.03958140444730356,0.6724930318406521
0.1355541049061295,0.0169840672489636,0.006111869084852311,0.28775508519513376
0.17442801298143498,0.277444816342498,0.17264274929980458,0.1205875242862641
0.11684890154871502,0.14173549046787487,0.11240256797960164,0.09797109866038964
0.3776523932296765,0.3479649780207972,0.16894479050119932,0.518994505390781
0.5240307390435595,0.23941680689180012,0.16145747930527174,0.6643248303423848
0.03561671874099581,0.029001702429980635,0.0029111938846069696,0.013733311425667322
0.06006584597010793,0.006918058781276638,0.027829223357258227,0.43917935465369706
0.6320709781297453,0.16031703356812255,0.08770969934707995,0.7924992632774829
0.17751281921891188,0.001083712454600783,0.00030441201511329907,0.07879676026417834
0.6595400764620131,0.7533383174302737,0.642508329681265,0.36234529606444665
0.3135490393457996,0.02039861570706431,0.050016609462945484,0.32078349413238844
0.516564487647475,0.38209720733259395,0.5873941243044521,0.4055437229846812
0.16508165179953796,0.1518436397690717,0.04252859936987622,0.19166052839596073
0.05367905031949502,0.07757825914011088,0.0784992358322379,0.21828772452224116
0.2673364926495535,0.05272364824380754,0.03477588590198486,0.11918199356295525
0.12011090303724073,0.1533843785382289,0.12969830926470347,0.1763264791387604
0.13296734812797367,0.13094255262214338,0.24604579014652628,0.64683912632531
0.6696872489719773,0.1464321803475266,0.14010407806994063,0.40887105752633723
0.3220144744837677,0.3566341706890669,0.4679268146379287,0.5035887886962256
0.012904433434278422,0.08128701551654997,0.0037707966259765803,0.09302069456124451
0.38683690675837923,0.5690326768316574,0.3726364976700958,0.3564750660392617
0.5177337107573712,0.8004787868012191,0.6664161968353268,0.19964864929288906
0.42304062187633307,0.18109677636700225,0.1001725303334183,0.3372760268339387
0.31499997185825007,0.16168284067404545,0.07812734733524065,0.25064022691014337
0.35920962515183436,0.24850497783303885,0.3669690937372871,0.5768250863547731
0.4294280650989356,0.2735846880515168,0.24151102477176564,0.5434596637604096
0.1581152749672004,0.09314944106295489,0.07520828798489433,0.38174139845667665
0.11892516188208646,0.0677789118890906,0.0608782785893035,0.22269356546719224
0.29510751965072085,0.1583212698988193,0.1727022986792805,0.5010954498010213
0.32488668581276786,0.08243654180102171,0.3129734246576622,0.40668538950115757
0.15656786414734317,0.13390262336743297,0.07812734733524065,0.25082174499276555
0.23265051623447108,0.08359308944096622,0.09905409119233514,0.0848733018069047
0.1516616164459049,0.20101103496928197,0.43069219814466086,0.3258608828699388
0.25112133395680863,0.011281739127728986,0.010974324241707755,0.21297804094685563
0.1030377525514464,0.021012336576601922,0.024473795196942955,0.05286090000927576
0.2583236310423079,0.34977173238906933,0.16108127728615496,0.2840633268823852
0.39892672438686,0.05875855513374385,0.2218408990200805,0.3155105331271801
0.5778205142542328,0.7097835603142956,0.7229496387433583,0.7474787228455821
0.2484379430005264,0.3133509804247594,0.5098720824858758,0.13051537209530767
0.1001150107691647,0.05844990231647683,0.04797814797482994,0.6295771314462133
0.030683822814531966,0.0038346327480231653,0.005640314094571633,0.04505102679145552
0.15060008299917438,0.09659960220856663,0.12804772628801026,0.34721776851412034
0.3879595953734419,0.2487770093176689,0.23323126346266942,0.4871476063173893
0.8838183441597262,0.5550457885197578,0.5551751959051782,0.691328632314721
0.23232351930284006,0.1365321559188402,0.026295809598379846,0.3525779598736237
0.016386707172724443,0.03382758567368725,0.022097331798652718,0.042447233401969174
0.3550830739639836,0.34732041885846326,0.5530560175429912,0.5065115550855278
0.5879752720002155,0.27365624893598783,0.3170281396287549,0.5805610289590062
0.7434993393717121,0.6180660407697324,0.5604339831992713,0.7575285410305626
0.1424335072939363,0.008311575580843325,0.10954478070138686,0.32922406181786545
0.14061954053948308,0.2010177409247049,0.2687652312892331,0.21995504427803947
0.31127069687548525,0.053636248762623684,0.06456814417990203,0.19296797017030043
0.1764460017547869,0.06922496608152937,0.043643155400831454,0.1825623851647058
0.2590278251963273,0.8055835757688979,0.6531746304169496,0.35498563058440324
0.4827106029798707,0.5883746748535065,0.7060104060393799,0.45235091905659747
0.23599671058368593,0.07034985941042778,0.033925478515833433,0.20419234772104372
0.5200844863510841,0.6663672765208868,0.5781656795973793,0.11106232798786353
0.15232722692879685,0.008475497877235949,0.007127810624649182,0.26325535958661983
0.4287515663377762,0.7842152393239172,0.07625057867821462,0.32238095087281426
0.3659509657582579,0.06588749906716203,0.07171158126709991,0.4350497844299986
0.0,0.011698537118474028,0.03137463453490575,0.024425245552886242
0.4551807589941613,0.3211003585918641,0.5229662421993403,0.702920570445156
0.47928259492395037,0.5298383095293965,0.5869184438361259,0.5905398316498158
0.5208381567055178,0.9774752016446187,1.0000000000000002,0.6916929011157124
0.24530523485690314,0.16750098623372975,0.07812734733524065,0.23940698043832362
0.35211345052026555,0.13620254910765545,0.0374789233541976,0.5592849539881478
0.13033072263859133,0.09427674116941512,0.07812734733524065,0.32085442946961035
0.07229958186800924,0.014886564837396827,0.2405705568104439,0.21165574519925695
