PC1,PC2,cluster
0.5301262690083083,0.10750801774555183,3
-1.1444718196818482,0.712235983933486,0
-1.1606293280335436,-0.5751481015682482,2
-0.5915159727994755,0.09694838468936372,0
-1.1521507697683693,0.014906516101330522,2
1.1523196554776558,2.1859701063106582,3
0.48769324607643677,1.2912847914854795,3
-1.3416571211920891,-0.3832438475503063,2
3.995856794727916,0.5740162744153442,1
-2.0869859043621557,-0.5526022473636778,2
1.265666384235969,0.5553499853796706,3
-0.5623199604625844,-0.36946649320797503,0
-1.4832851371244646,-0.12746114823776816,2
4.674591827763747,-0.34782225742108897,1
-1.4063287949132026,-0.19004991329256793,2
-0.1825167689917994,0.8143539772617242,0
-1.8298634084466139,-0.146512010655741,2
-0.758708544483797,0.8048663808572154,0
-1.2469383626531685,1.0892055825680482,0
-1.5791001467502308,-0.7222723791438161,2
-0.958700025167507,-0.8888244170376899,2
1.2638093572521065,-0.06456325883526132,3
-0.7756162394164745,0.9553002693100834,0
-0.07570717257546536,0.5985037421679285,0
-1.0996862380418144,-0.36885266887532375,2
2.641936043223214,-1.9385793550864256,1
-1.0538724194576967,0.6896338807873948,0
-0.1331442779339476,0.32753681932568546,0
2.4832418713520603,-1.2005875915216868,1
-0.9728989234416531,-0.6188531297635845,2
-1.1153036811376051,-0.7011320030161687,2
-1.3489454112817398,-0.7978160193906363,2
-0.48670490750786694,-0.7731535844103965,0
-0.23503738441109975,0.35535224021315076,0
2.398891112382041,1.0459506398693446,3
1.6866084753625086,0.9052038158863269,3
2.470061957184824,-1.7537484043337837,1
0.04106176007222485,-0.056978048611024894,0
3.977888199467803,0.1658658355361286,1
0.43375164917851416,2.1823557515020533,3
0.9974754478002293,1.4079646461758248,3
4.435293278596358,0.15378444517187603,1
-0.2160089143790101,-0.18157367204240238,0
1.8575355462191063,1.8260585008671455,3
-0.7474433689884189,0.11263403585048991,0
-1.564645645813447,-0.2878470408760428,2
0.7176315694255956,-0.6856432960199694,3
-0.04184056479030796,0.8656069059259339,0
-1.1368987248834628,-0.18719283201898881,2
-0.6413448590534454,0.926913873941834,0
-1.864603497272687,-0.521053628630191,2
-0.550295970572806,-0.6995791740238302,0
0.6161443019158571,0.9373654551679771,3
-1.4474406113301492,-0.40996114958660346,2
-0.8574470489922617,-0.8379994204918177,2
-0.4859373008851047,-0.11769398424688222,0
-1.1616325163618981,0.9412358497626878,0
-2.2332644376555,-0.5593444945061882,2
-0.6615539166886977,0.4754452568768917,0
2.6842314517998007,-1.9257093855129601,1
-0.13547314250461787,0.6220208499901175,0
-0.4859312520512968,0.0804393695974682,0
2.6976377404366016,0.22776383355051613,1
-0.35571474256762736,-0.9719206442536191,0
-1.4878307821522234,0.21917143623879476,2
-1.0443392433926302,-0.5361522798465442,2
-1.3096173855186282,-0.17783104124704982,2
-0.011171606016428574,0.3224702447285649,0
-2.152361811714765,-0.6736718501212946,2
-0.5292755017467617,0.7614552010704112,0
-1.2955592643565785,-0.12805721716118595,2
-0.9182273037150951,0.006759299081571287,0
-0.6410408475797792,0.0843796918769761,0
-1.8782169126959862,-0.10304964169375312,2
-0.9785229409059979,-0.46507761297649486,2
-2.1452830251814636,-0.6231681276060435,2
1.7080120436773172,-0.06086284180713971,3
-1.5198851583997235,-0.11400372611151703,2
-1.548390548057899,-0.5782513814183349,2
-1.0231611610507092,0.5887812695574277,0
-0.8553499775886209,-0.04420779659775562,0
-2.133582362129024,-0.5400095177464822,2
-1.9122850430225482,-0.2359727841540856,2
0.9412346545843,0.7909629384429572,3
-0.7464497031194341,1.217916835571132,0
-0.0596962235198908,-0.47800762140812125,0
-0.24726894108151432,1.402888629398312,0
-1.2915036354918663,-0.6268378632982448,2
2.8014340925049828,0.4949288080787049,1
-2.0830296130285126,-0.8899949926713094,2
0.9136812380869695,0.09335392231707416,3
-0.37957475952281067,0.6915753873482773,0
0.29403161924544996,0.03338999198492298,0
0.11197757798286109,0.14318048551947454,0
-1.4349685743314302,0.019760208300373977,2
0.691015223403909,0.15010422402622076,3
0.4372621417935509,0.829037822886336,3
0.7171970779564126,0.2650506566481588,3
1.1276304278252403,-1.413517441611593,3
-1.8062426045769877,-0.2927160904237481,2
-0.6185211243108777,0.3922449843286125,0
-0.8536197348738956,-0.1432641776993431,0
-1.0022305012184722,0.09266179410630986,0
-0.639155785391943,0.6454878584663024,0
0.5971673853783389,-0.13742913030919035,3
-1.345071188430209,-0.6249131110435903,2
3.3073681777053214,0.3336697746081564,1
-0.8650734497455673,-0.453669292587287,2
-1.3998513934379198,-0.4254466511634895,2
5.039475192814028,-0.4487765031033282,1
-0.8958056617955247,-0.1669045900191151,2
-1.8725767004837832,-0.4871023359579441,2
-0.22905244579368408,-0.09932998183228275,0
-1.5798032611429398,-0.6597648875473524,2
0.36805371506018536,-0.4285664449031677,0
-0.4965835058899028,1.2784385096157274,0
-0.5193309274387241,-0.16477223199577345,0
0.7740270347150318,-1.7054575133118144,0
3.6735246470550385,1.521764286464664,1
-0.16574679035982418,-0.19268872834677941,0
-1.1537487006008462,-0.15308017580443745,2
1.046718477481359,0.8285370164890294,3
-1.7254486156126225,-0.4992845068517407,2
-0.40273552182059386,-0.48963037422560646,0
-0.5170829242514698,1.756565406060992,0
-1.761835833033386,-0.06045498023014809,2
-0.2532998721805033,0.43127865029584456,0
-2.0441425511230795,-0.42198432360991556,2
-1.1166650092353314,0.32703207148448765,0
-0.5470927886899296,-0.6917513960521028,0
-0.5840229991541385,0.41282622409495195,0
-0.40547982198865573,0.00012786340861214003,0
5.103644100154292,0.34408440800581774,1
-0.09537787893101758,0.15813498026991443,0
-0.7419775251583056,-0.3304328407825031,0
-1.1866141553414884,1.2376700467283857,0
0.31236349802740376,0.03245576282434075,0
4.353550306089827,0.6749747939229774,1
-1.0828966537853066,0.42238998043423137,0
-1.3881181127883389,-0.19681687925753402,2
4.2920000811343355,-2.438295262148585,1
-0.5098536469846756,-0.30444484314030357,0
-2.0191355391860633,-0.6870294904745793,2
-0.4331517140474044,-0.23746129895743678,0
-1.6635792095462574,-0.5148239714849014,2
1.741091798682731,0.4604196299149601,3
-0.0946906223290416,-0.03791111033789046,0
-0.9662009242098325,-0.6758069258102606,2
-1.2275469846889733,0.14114833530773527,2
3.369017184013644,0.2512951787482407,1
2.4326253946272414,1.4083403127368324,3
2.7523102637782513,0.032932357962080314,1
-0.7154347963051145,0.014920897018036873,0
-0.7510435102498729,0.4459509284222284,0
-0.09727557521288173,-0.5652062398260133,0
-0.23885999225935992,0.2555276097155302,0
1.2659899285328629,-0.7811406131480778,3
-0.9463838061551166,-0.5132747821762212,2
2.46755354702215,1.529202277373282,3
-0.3682457463518103,0.7302605280353724,0
-0.35567421041548775,0.39497372322503843,0
-1.701703584884169,-0.5729960987625728,2
-0.710605522173158,0.08343020727441927,0
0.39143368599163375,0.40691029426265174,0
5.356834730414499,-2.6160816136817515,1
-1.7965450868369748,-0.021971182750969962,2
-1.1069638734353429,-0.23290633382545287,2
-1.4916043102538863,-0.8237603836817663,2
-1.52983777224176,0.14099285177797968,2
0.1692376605111929,1.1548565887033888,0
-0.9211615572589261,0.30043425088301723,0
2.755488046550606,1.214304373650226,3
-0.8242341951376752,-0.4259915554867434,2
2.1631723053183016,-0.9997223375450333,1
0.558441458146534,0.7809467209372132,3
-1.7338798206081825,0.32890641072661786,2
1.4315645552043517,-0.06291642535047,3
-0.9456811264458793,0.5811322178058306,0
-0.677416101045672,-0.9524641225019739,2
-0.7990401274321932,-0.5768771124610197,2
-0.5074225754566424,0.3587219403153756,0
4.629705661352834,0.3154662787204851,1
-2.188505353067199,-0.6510471156566647,2
1.3407745756732452,1.9275009311531617,3
-1.606391239186897,-0.22770201023194273,2
-1.353988624842259,0.08453676743488771,2
0.3944740163192948,-0.14277764070837215,0
-1.150077353798518,-0.17689067563582903,2
-0.15807780908468022,-0.39076301472423064,0
-0.0683944201210275,2.1770190290736724,0
-1.383908952796033,-1.0692447867094224,2
1.1220140537352603,-0.3220782461897151,3
-1.7484092362904047,-0.27683227084056516,2
-1.491503035544136,-0.09018863331297343,2
-0.8334121993787704,-0.3925355625025991,2
-1.4731186936331921,-0.4778388314327647,2
0.395271178812323,2.0782746985006444,3
1.7222020052684286,-0.25151725549482257,3
0.43662503064386426,1.8079413980283048,3
-2.103971912897193,-0.5139362598536813,2
-0.7623956362607731,-0.2515314419078251,0
0.21158312204012114,0.6962987027382164,0
2.9637594308350046,-0.3453478698293008,1
-0.6779674639558131,-0.3889627288209497,0
0.49252178196589774,0.2872598093780011,3
-0.6135074881492669,0.7568574753875902,0
-0.9552435136803933,0.4520409493373416,0
-0.669198218847445,-0.11460650735384216,0
-1.5387303662648169,-0.1510442088593944,2
-1.1034954195842346,0.7959811963354412,0
3.6180834268348123,0.9028401236432957,1
-1.1899868003278282,0.2652070468576291,2
2.583425207548705,-0.36377954423448694,1
-0.1424614308658863,-0.14622117759844025,0
2.774108166210166,-0.4512078753406041,1
0.1771432821003499,-0.04487535575912007,0
1.3317870169032262,1.2796537047091672,3
-1.8034433675106811,0.0209254595520949,2
-0.6713024993926696,-0.14372729282479785,0
-1.054531013916026,0.02358737628863688,2
2.9462660227684223,-1.3728047387849573,1
-0.48156664778626573,-0.04296184259847562,0
0.2828063173113498,0.22572510306992616,0
1.982892045077934,-1.0982585080807714,1
-1.8922371589419418,-0.3509713833439949,2
1.6438690894501156,-0.5058738808408921,3
-1.7016518122995614,-0.2350617130978593,2
3.1061347590756103,-0.8844960597517193,1
-0.9826464247970826,0.5944216698248133,0
-0.6354253231235059,0.04502217988057579,0
-0.18058961005743696,-0.19289373219248418,0
-0.5762242924275762,1.721787739039155,0
-1.4074034925676207,0.3543845462869155,2
-0.5796497479736379,-1.0063920086553197,2
-1.2555344159151505,-0.755305194993077,2
0.8836576834151421,0.41277037191633875,3
1.2608163972279451,1.22506305122321,3
-2.1720501899884503,-0.7280362080167105,2
-1.2915138810710571,0.9059322018417011,0
1.418730048516562,1.9873856381338326,3
-1.7481192425925443,-0.3904056015879434,2
3.466712151798158,-1.5322837853712512,1
-0.760304810123564,0.45673207516469266,0
2.1183718252601897,-0.58073549685038,1
-1.0910368197653926,-0.3219641426657653,2
-1.4333242999106406,-0.1402653244813729,2
-1.223120701230464,-0.3649413940633135,2
-1.0273281438962358,-0.5022988373259575,2
0.12583047793527505,1.1864351070941899,0
0.8774334736289292,0.5015199204575974,3
1.442315032652336,-0.049883730341760114,3
-1.949206260263971,-0.5386347297734141,2
1.632722226430319,-0.903834776179682,3
2.9554025083207374,-2.3060706182046244,1
0.07914483939606047,0.15589227601104727,0
-0.4726201105487256,-0.12978700133814036,0
1.1711107381315646,0.5811078125783015,3
1.0559766180257935,0.5762624343111407,3
-0.8146449722921183,0.47577145213830085,0
-1.3187005243435113,-0.06743738128841048,2
0.1697016932427791,0.7050710792697018,0
0.21507137851114114,0.33066950100673065,0
-0.9602882698872879,-0.10757175388599344,2
-1.1502728568504579,-0.6456240546419919,2
0.17788950952608107,-0.4009067179052118,0
-1.2468025086638526,0.10113095857832832,2
-1.8874466146306632,-0.5756469121144693,2
0.10578506567635881,-0.4990095082847957,0
-0.0391863504402651,0.1626452716555935,0
4.068817295720483,-0.10072615927109516,1
0.529133120929483,-1.4474852829690008,0
-0.6466257476019547,1.508231173536127,0
-2.181304824747251,-0.5628066589581087,2
-0.7656557310527528,0.2699028838310299,0
0.7576103699164725,0.4138877974180727,3
3.9868680745287906,0.27551888086725945,1
-0.6830866799617161,0.35490414487781546,0
-2.1104021542157394,-0.6569963782237911,2
1.7154727414753348,-0.11939779145545422,3
1.7265652032120384,0.6569814599017607,3
3.910785119796982,0.36237768992784475,1
-1.0847476403150413,0.4012769076706703,0
-0.43976287241892753,-0.6025766541782472,0
-0.8928388132293006,-0.11437944809330793,0
-1.2806101683534488,-0.18857755340019103,2
2.5482689991718637,-1.7664976536230999,1
2.9129174395725377,-0.9755663245109999,1
-1.1022472923869129,-0.08356034408074867,2
2.249371241780408,-2.2605066093033703,1
-1.4284267772268051,0.28093933071817645,2
1.5048845438530565,-1.0874171837653506,3
-0.2391931644137399,0.7829527254614224,0
-2.220859735023062,-0.6959272446120277,2
2.2178664280539233,0.7387752057156847,3
2.7378269402161086,-0.1842756828016051,1
5.137124051635198,-1.2125926166003211,1
-0.6639683127300919,-0.19939420169582123,0
0.053781841284888054,1.1524873954097803,0
-0.9944668179938733,0.23261138054664815,0
-1.1653466858583035,-0.23779411056333427,2
